epoch,train_loss,train_mae,train_mape,val_loss,val_mae,val_mape,lr
1,0.3138252985498125,105.59050183656002,6.488066354034677,0.2303088726821612,75.91731587374274,4.956908872204486,5e-05
2,0.1897384655392904,63.02537013878537,3.9029866217894855,0.1953812857453744,63.16702852037866,4.2008292990060045,0.0001
3,0.1490303463813851,49.02287238882814,3.056630281229073,0.1816893534568359,58.78360984400086,3.8540142943344105,0.0001
4,0.1275573623950648,41.77416173665294,2.6116121964204444,0.1713587017164966,55.48653888396401,3.6938268754480448,9.915716843435316e-05
5,0.1138631789609854,37.27186314499285,2.3284154817306884,0.1669508083209088,54.38822873773422,3.6033034885147086,9.66573753555156e-05
6,0.1040693781656073,34.099526907398925,2.126621886609641,0.1617903489525578,52.02170244454427,3.4821700561731896,9.258574821861593e-05
7,0.0969175009730579,31.84491188466187,1.9772120818482823,0.1560348241610596,51.0852597492355,3.326388151648848,8.708094140242264e-05
8,0.09053826186053152,29.850085911084957,1.8445255155679152,0.15276129922286713,50.04438595403871,3.2575614910609763,8.03304145007732e-05
9,0.08544296612324967,28.20561492701561,1.7394764999901846,0.15536394821290664,50.26266104433717,3.3230045545388034,7.256404861093866e-05
10,0.08181660080204192,27.001521141138266,1.6654515979813165,0.1549713219539458,49.85910624772925,3.3245679540908273,6.404631800856812e-05
11,0.0783585649620215,25.85194600114384,1.5951653806765702,0.14817310064530173,48.42265495842336,3.1771780430382677,5.5067283793433455e-05
12,0.07563974066651188,24.952322917716565,1.5396633053784874,0.1484723588248261,48.705378946664226,3.1677241522087405,4.5932716206566554e-05
13,0.07315965777413284,24.121135327884247,1.4893206580342517,0.15030877585967503,49.41591755376689,3.2217212758155793,3.6953681991431905e-05
14,0.07121212396638246,23.466347650559385,1.4500000879995634,0.14737296407690842,48.12674086317932,3.1543223959706137,2.843595138906136e-05
15,0.06965195891630722,22.94385438077055,1.4179538439471413,0.14635778177982073,47.91278722572181,3.1199209590145793,2.0669585499226815e-05
16,0.06849840204558576,22.560564160243594,1.3949382341008856,0.1493531105011087,48.710108536267846,3.202475234126207,1.391905859757738e-05
17,0.06763257081107481,22.269177536910654,1.3773922723655792,0.1471339201977273,48.03913068487227,3.1397836176127853,8.414251781384107e-06
18,0.06705853297776589,22.079574717300826,1.365873005147458,0.14786000142601086,48.28160596720766,3.164411377022292,4.342624644484393e-06
19,0.06677554548432904,21.979148811810138,1.3598098056932066,0.1469798466214886,47.90778382769789,3.14201444475659,1.8428315656468617e-06
20,0.06656509624262634,21.91393225604518,1.3554046301256804,0.1469660346452474,48.01369736586207,3.1422360907639595,1e-06
