zone,forecast_hour,rank,patch_y,patch_x,attention,attention_norm
VT,12,4,2,0,0.02479659579694271,0.027341606613565356
VT,12,5,4,1,0.01984819583594799,0.021885325186548617
VT,12,6,1,0,0.018028566613793373,0.019878937423401164
VT,12,7,6,0,0.016609633341431618,0.01831437123611035
VT,12,8,7,0,0.01507699117064476,0.016624425581627335
VT,13,1,4,0,0.028433237224817276,0.03153742247743025
VT,13,2,5,0,0.027106942608952522,0.030066330272932366
VT,13,3,3,0,0.026418425142765045,0.029302644237376357
VT,13,4,2,0,0.025515291839838028,0.028300911782410378
VT,13,5,4,1,0.020869199186563492,0.023147584156820406
VT,13,6,1,0,0.018823642283678055,0.02087870454463139
VT,13,7,6,0,0.016466578468680382,0.018264309400241607
VT,13,8,0,0,0.015165719203650951,0.016821429439000182
VT,14,1,4,0,0.029682517051696777,0.03295230676040825
VT,14,2,5,0,0.028103772550821304,0.03119964969973683
VT,14,3,3,0,0.02724972367286682,0.03025151984384478
VT,14,4,2,0,0.026172645390033722,0.029055791937108475
VT,14,5,4,1,0.022057736292481422,0.024487589495328463
VT,14,6,1,0,0.019817886874079704,0.02200100100946162
VT,14,7,0,0,0.015971332788467407,0.0177307152389241
VT,14,8,6,0,0.01583225093781948,0.017576312302024458
VT,15,1,4,0,0.03075307607650757,0.03399006383506498
VT,15,2,5,0,0.028040556237101555,0.03099203130440306
VT,15,3,3,0,0.02783469296991825,0.030764499412131614
VT,15,4,2,0,0.02670263685286045,0.02951328605097245
VT,15,5,4,1,0.023164505138993263,0.025602739915293955
VT,15,6,1,0,0.02053123153746128,0.022692294872703987
VT,15,7,0,0,0.016242705285549164,0.01795236964707112
VT,15,8,4,2,0.01618773117661476,0.017891609108277945
VT,16,1,4,0,0.03156609088182449,0.03465881325052488
VT,16,2,3,0,0.028181420639157295,0.030942526229291077
VT,16,3,5,0,0.027533285319805145,0.03023088914129708
VT,16,4,2,0,0.02717747539281845,0.02984021834654196
VT,16,5,4,1,0.023898843675851822,0.026240359091843322
VT,16,6,1,0,0.020894311368465424,0.022941454436948817
VT,16,7,3,1,0.01654243841767311,0.018163201961652026
VT,16,8,4,2,0.016452861949801445,0.01806484914111341
VT,17,1,4,0,0.03201581537723541,0.03494727877896773
VT,17,2,3,0,0.028344083577394485,0.030939352280807055
VT,17,3,2,0,0.02768545225262642,0.03022041471048371
VT,17,4,5,0,0.027206093072891235,0.029697163976679992
VT,17,5,4,1,0.02422178164124489,0.026439600102821502
VT,17,6,1,0,0.02125597931444645,0.02320224008257247
VT,17,7,3,1,0.016754580661654472,0.01828867996358683
VT,17,8,4,2,0.01638738065958023,0.017887858035770164
VT,18,1,4,0,0.03207965940237045,0.03486219934369371
VT,18,2,3,0,0.028338799253106117,0.03079686278245527
VT,18,3,2,0,0.028227798640727997,0.030676234148981928
VT,18,4,5,0,0.027245189994573593,0.029608395551651293
VT,18,5,4,1,0.024214468896389008,0.02631479440225
VT,18,6,1,0,0.02187650091946125,0.02377403470625382
VT,18,7,3,1,0.01664888858795166,0.018092987382566456
VT,18,8,0,0,0.01652502454817295,0.017958379567934814
VT,19,1,4,0,0.0319485142827034,0.034588125809806886
VT,19,2,2,0,0.02875102311372757,0.031126455390655103
VT,19,3,3,0,0.028265511617064476,0.030600830550010095
VT,19,4,5,0,0.027450812980532646,0.029718820867553696
VT,19,5,4,1,0.02405945397913456,0.02604726510228033
VT,19,6,1,0,0.022739142179489136,0.02461786809714222
VT,19,7,0,0,0.017446426674723625,0.018887864249875538
VT,19,8,2,1,0.01658029295504093,0.01795016987700387
VT,20,1,4,0,0.03191625699400902,0.03440986690229526
VT,20,2,2,0,0.029227064922451973,0.03151056886511141
VT,20,3,3,0,0.02832099050283432,0.030533703056928752
VT,20,4,5,0,0.027518970891833305,0.029669021835921044
VT,20,5,4,1,0.024060077965259552,0.025939886390776757
VT,20,6,1,0,0.023615622892975807,0.02546070614466568
VT,20,7,0,0,0.018468130379915237,0.0199110412109542
VT,20,8,2,1,0.01680675521492958,0.01811986318175528
VT,21,1,4,0,0.03203121945261955,0.034358512017033105
VT,21,2,2,0,0.02958546206355095,0.03173505321405616
VT,21,3,3,0,0.028551669791340828,0.030626148688570085
VT,21,4,5,0,0.02730146236717701,0.02928510493372785
VT,21,5,4,1,0.024417316541075706,0.026191405701590956
VT,21,6,1,0,0.024187525734305382,0.02594491898236066
VT,21,7,0,0,0.01915108598768711,0.020542546593347685
VT,21,8,2,1,0.017014801502227783,0.018251046069178507
VT,22,1,4,0,0.031810857355594635,0.0339125199586548
VT,22,2,2,0,0.029559243470430374,0.03151214765915159
VT,22,3,3,0,0.0286201573908329,0.030511018545866526
VT,22,4,5,0,0.026783041656017303,0.02855252923742493
VT,22,5,4,1,0.024941498413681984,0.026589319907279703
VT,22,6,1,0,0.024135155603289604,0.0257297040740667
VT,22,7,0,0,0.01919103041291237,0.02045893308155625
VT,22,8,2,1,0.0171144250780344,0.018245131703049464
VT,23,1,4,0,0.03066333942115307,0.0324556768748561
VT,23,2,2,0,0.02879863604903221,0.030481977621758468
VT,23,3,3,0,0.02803954854607582,0.029678519838595475
VT,23,4,5,0,0.025969482958316803,0.027487454511258103
VT,23,5,4,1,0.025003178045153618,0.026464667019215564
VT,23,6,1,0,0.023259082809090614,0.024618625704433416
VT,23,7,0,0,0.018539540469646454,0.019623216070069394
VT,23,8,3,1,0.01699013262987137,0.017983242044265196
VT,24,1,4,0,0.028440771624445915,0.029866326745877452
VT,24,2,2,0,0.027109412476420403,0.028468235025438146
VT,24,3,3,0,0.026529481634497643,0.02785923593625769
VT,24,4,5,0,0.02471005730330944,0.025948615427004013
VT,24,5,4,1,0.02392922155559063,0.025128641345984828
VT,24,6,1,0,0.021615279838442802,0.022698716437201692
VT,24,7,0,0,0.017384279519319534,0.018255642962914084
VT,24,8,3,1,0.016730735078454018,0.017569340492939466
CT,1,1,4,0,0.023950282484292984,0.025360522236232582
CT,1,2,5,0,0.023191053420305252,0.02455658827126652
CT,1,3,2,0,0.022686747834086418,0.02402258817997129
CT,1,4,3,0,0.022189272567629814,0.023495820591103708
CT,1,5,4,1,0.019557030871510506,0.02070858732530188
CT,1,6,1,0,0.017964737489819527,0.019022536576653596
CT,1,7,0,0,0.015389717184007168,0.016295894009196107
CT,1,8,0,9,0.01514188852161169,0.016033472707586066
CT,2,1,4,0,0.02377277985215187,0.025106670787961145
CT,2,2,5,0,0.022899137809872627,0.024184008681196984
CT,2,3,2,0,0.022345565259456635,0.023599375168962263
CT,2,4,3,0,0.02203238196671009,0.023268619158256794
CT,2,5,4,1,0.01927396096289158,0.020355423121942183
CT,2,6,1,0,0.0172582920640707,0.018226655019307054
CT,2,7,0,9,0.015228180214762688,0.016082633572076028
CT,2,8,0,0,0.014770686626434326,0.015599470013535628
CT,3,1,4,0,0.023729046806693077,0.02506617866723021
CT,3,2,5,0,0.022615671157836914,0.023890064297136755
CT,3,3,2,0,0.022452758625149727,0.023717971642731598
CT,3,4,3,0,0.022292576730251312,0.023548763497563012
CT,3,5,4,1,0.018813321366906166,0.019873452083792726
CT,3,6,1,0,0.01714186556637287,0.018107809743758727
CT,3,7,6,0,0.01489949505776167,0.01573908165009075
CT,3,8,0,9,0.01482225488871336,0.015657488997279013
CT,4,1,4,0,0.02384667657315731,0.025233575808435684
CT,4,2,2,0,0.02299204096198082,0.024329235431400267
CT,4,3,3,0,0.02288607880473137,0.024217110619392326
CT,4,4,5,0,0.022521667182445526,0.023831505175874235
CT,4,5,4,1,0.01820784993469715,0.019266800563436753
CT,4,6,1,0,0.017684105783700943,0.01871259596818242
CT,4,7,6,0,0.015796838328242302,0.01671556689530462
CT,4,8,0,0,0.01505149807780981,0.01592687838960579
CT,5,1,4,0,0.02419237047433853,0.025679388439735232
CT,5,2,2,0,0.02376244217157364,0.025223033991143826
CT,5,3,3,0,0.0236508771777153,0.025104611498540062
CT,5,4,5,0,0.022614486515522003,0.024004517631425793
CT,5,5,1,0,0.018534358590841293,0.01967359892410753
CT,5,6,4,1,0.017731349915266037,0.018821232194586448
CT,5,7,6,0,0.016411513090133667,0.017420269748777684
CT,5,8,0,0,0.015769008547067642,0.016738272763274005
CT,6,1,4,0,0.024662667885422707,0.02630576895749754
CT,6,2,2,0,0.02445943094789982,0.026088991764253718
CT,6,3,3,0,0.02433684840798378,0.025958242407037563
CT,6,4,5,0,0.022653639316558838,0.024162892866108326
CT,6,5,1,0,0.019223012030124664,0.02050370687716813
CT,6,6,4,1,0.017544100061058998,0.018712940745807167
CT,6,7,6,0,0.016555234789848328,0.017658194297636553
CT,6,8,0,0,0.016268357634544373,0.01735220452387528
CT,7,1,4,0,0.025000525638461113,0.026831753843167643
CT,7,2,2,0,0.024807119742035866,0.02662418143130139
CT,7,3,3,0,0.024678196758031845,0.026485815149666064
CT,7,4,5,0,0.022399848327040672,0.024040583191211717
CT,7,5,1,0,0.019452055916190147,0.02087687209599302
CT,7,6,4,1,0.01759299822151661,0.01888164290901191
CT,7,7,0,0,0.016305947676301003,0.017500319015572943
CT,7,8,6,0,0.01629582978785038,0.017489460016196463
CT,8,1,4,0,0.025085901841521263,0.027089703364775074
CT,8,2,2,0,0.02472647838294506,0.026701570024515606
CT,8,3,3,0,0.024620788171887398,0.02658743753351727
CT,8,4,5,0,0.021916037425398827,0.0236666378006269
CT,8,5,1,0,0.019173115491867065,0.020704617858050074
CT,8,6,4,1,0.01777533069252968,0.019195181369736636
CT,8,7,6,0,0.0159202478826046,0.017191919005264417
CT,8,8,0,0,0.01588747464120388,0.017156527916139683
CT,9,1,4,0,0.02507656253874302,0.027207222030348286
CT,9,2,2,0,0.02439597062766552,0.026468802830821397
CT,9,3,3,0,0.024389522150158882,0.026461806450874596
CT,9,4,5,0,0.02160344272851944,0.023439004529693566
CT,9,5,1,0,0.01857822947204113,0.020156750487458155
CT,9,6,4,1,0.018055716529488564,0.019589841621069685
CT,9,7,6,0,0.015748405829072,0.017086487565973644
CT,9,8,0,0,0.015199000015854836,0.016490400844682826
CT,10,1,4,0,0.025282111018896103,0.027536169479829363
CT,10,2,3,0,0.024328026920557022,0.02649702281164808
CT,10,3,2,0,0.02414759248495102,0.02630050151660548
CT,10,4,5,0,0.02194450981914997,0.023901000240061337
CT,10,5,4,1,0.018463654443621635,0.02010980481798268
CT,10,6,1,0,0.018001075834035873,0.01960598442965446
CT,10,7,6,0,0.01591520756483078,0.017334147946913722
CT,10,8,7,0,0.014915245585143566,0.016245033097070972
CT,11,1,4,0,0.025959176942706108,0.02842132755435025
CT,11,2,3,0,0.024690216407179832,0.027032009891724218
CT,11,3,2,0,0.024266274645924568,0.026567858517156488
CT,11,4,5,0,0.02320774644613266,0.025408932070520605
CT,11,5,4,1,0.019050005823373795,0.02085684213383791
CT,11,6,1,0,0.01775369793176651,0.019437583299862754
CT,11,7,6,0,0.016308316960930824,0.017855112249119825
CT,11,8,7,0,0.015094638802111149,0.016526320331968276
CT,12,1,4,0,0.0271042101085186,0.029886064056014797
CT,12,2,3,0,0.02547270990908146,0.02808711403044461
CT,12,3,5,0,0.025188392028212547,0.027773615043907157
CT,12,4,2,0,0.02479659579694271,0.027341606613565356
CT,12,5,4,1,0.01984819583594799,0.021885325186548617
CT,12,6,1,0,0.018028566613793373,0.019878937423401164
CT,12,7,6,0,0.016609633341431618,0.01831437123611035
CT,12,8,7,0,0.01507699117064476,0.016624425581627335
CT,13,1,4,0,0.028433237224817276,0.03153742247743025
CT,13,2,5,0,0.027106942608952522,0.030066330272932366
CT,13,3,3,0,0.026418425142765045,0.029302644237376357
CT,13,4,2,0,0.025515291839838028,0.028300911782410378
CT,13,5,4,1,0.020869199186563492,0.023147584156820406
CT,13,6,1,0,0.018823642283678055,0.02087870454463139
CT,13,7,6,0,0.016466578468680382,0.018264309400241607
CT,13,8,0,0,0.015165719203650951,0.016821429439000182
CT,14,1,4,0,0.029682517051696777,0.03295230676040825
CT,14,2,5,0,0.028103772550821304,0.03119964969973683
CT,14,3,3,0,0.02724972367286682,0.03025151984384478
CT,14,4,2,0,0.026172645390033722,0.029055791937108475
CT,14,5,4,1,0.022057736292481422,0.024487589495328463
CT,14,6,1,0,0.019817886874079704,0.02200100100946162
CT,14,7,0,0,0.015971332788467407,0.0177307152389241
CT,14,8,6,0,0.01583225093781948,0.017576312302024458
CT,15,1,4,0,0.03075307607650757,0.03399006383506498
CT,15,2,5,0,0.028040556237101555,0.03099203130440306
CT,15,3,3,0,0.02783469296991825,0.030764499412131614
CT,15,4,2,0,0.02670263685286045,0.02951328605097245
CT,15,5,4,1,0.023164505138993263,0.025602739915293955
CT,15,6,1,0,0.02053123153746128,0.022692294872703987
CT,15,7,0,0,0.016242705285549164,0.01795236964707112
CT,15,8,4,2,0.01618773117661476,0.017891609108277945
CT,16,1,4,0,0.03156609088182449,0.03465881325052488
CT,16,2,3,0,0.028181420639157295,0.030942526229291077
CT,16,3,5,0,0.027533285319805145,0.03023088914129708
CT,16,4,2,0,0.02717747539281845,0.02984021834654196
CT,16,5,4,1,0.023898843675851822,0.026240359091843322
CT,16,6,1,0,0.020894311368465424,0.022941454436948817
CT,16,7,3,1,0.01654243841767311,0.018163201961652026
CT,16,8,4,2,0.016452861949801445,0.01806484914111341
CT,17,1,4,0,0.03201581537723541,0.03494727877896773
CT,17,2,3,0,0.028344083577394485,0.030939352280807055
CT,17,3,2,0,0.02768545225262642,0.03022041471048371
CT,17,4,5,0,0.027206093072891235,0.029697163976679992
CT,17,5,4,1,0.02422178164124489,0.026439600102821502
CT,17,6,1,0,0.02125597931444645,0.02320224008257247
CT,17,7,3,1,0.016754580661654472,0.01828867996358683
CT,17,8,4,2,0.01638738065958023,0.017887858035770164
CT,18,1,4,0,0.03207965940237045,0.03486219934369371
CT,18,2,3,0,0.028338799253106117,0.03079686278245527
CT,18,3,2,0,0.028227798640727997,0.030676234148981928
CT,18,4,5,0,0.027245189994573593,0.029608395551651293
CT,18,5,4,1,0.024214468896389008,0.02631479440225
CT,18,6,1,0,0.02187650091946125,0.02377403470625382
CT,18,7,3,1,0.01664888858795166,0.018092987382566456
CT,18,8,0,0,0.01652502454817295,0.017958379567934814
CT,19,1,4,0,0.0319485142827034,0.034588125809806886
CT,19,2,2,0,0.02875102311372757,0.031126455390655103
CT,19,3,3,0,0.028265511617064476,0.030600830550010095
CT,19,4,5,0,0.027450812980532646,0.029718820867553696
CT,19,5,4,1,0.02405945397913456,0.02604726510228033
CT,19,6,1,0,0.022739142179489136,0.02461786809714222
CT,19,7,0,0,0.017446426674723625,0.018887864249875538
CT,19,8,2,1,0.01658029295504093,0.01795016987700387
CT,20,1,4,0,0.03191625699400902,0.03440986690229526
CT,20,2,2,0,0.029227064922451973,0.03151056886511141
CT,20,3,3,0,0.02832099050283432,0.030533703056928752
CT,20,4,5,0,0.027518970891833305,0.029669021835921044
CT,20,5,4,1,0.024060077965259552,0.025939886390776757
CT,20,6,1,0,0.023615622892975807,0.02546070614466568
CT,20,7,0,0,0.018468130379915237,0.0199110412109542
CT,20,8,2,1,0.01680675521492958,0.01811986318175528
CT,21,1,4,0,0.03203121945261955,0.034358512017033105
CT,21,2,2,0,0.02958546206355095,0.03173505321405616
CT,21,3,3,0,0.028551669791340828,0.030626148688570085
CT,21,4,5,0,0.02730146236717701,0.02928510493372785
CT,21,5,4,1,0.024417316541075706,0.026191405701590956
CT,21,6,1,0,0.024187525734305382,0.02594491898236066
CT,21,7,0,0,0.01915108598768711,0.020542546593347685
CT,21,8,2,1,0.017014801502227783,0.018251046069178507
CT,22,1,4,0,0.031810857355594635,0.0339125199586548
CT,22,2,2,0,0.029559243470430374,0.03151214765915159
CT,22,3,3,0,0.0286201573908329,0.030511018545866526
CT,22,4,5,0,0.026783041656017303,0.02855252923742493
CT,22,5,4,1,0.024941498413681984,0.026589319907279703
CT,22,6,1,0,0.024135155603289604,0.0257297040740667
CT,22,7,0,0,0.01919103041291237,0.02045893308155625
CT,22,8,2,1,0.0171144250780344,0.018245131703049464
CT,23,1,4,0,0.03066333942115307,0.0324556768748561
CT,23,2,2,0,0.02879863604903221,0.030481977621758468
CT,23,3,3,0,0.02803954854607582,0.029678519838595475
CT,23,4,5,0,0.025969482958316803,0.027487454511258103
CT,23,5,4,1,0.025003178045153618,0.026464667019215564
CT,23,6,1,0,0.023259082809090614,0.024618625704433416
CT,23,7,0,0,0.018539540469646454,0.019623216070069394
CT,23,8,3,1,0.01699013262987137,0.017983242044265196
CT,24,1,4,0,0.028440771624445915,0.029866326745877452
CT,24,2,2,0,0.027109412476420403,0.028468235025438146
CT,24,3,3,0,0.026529481634497643,0.02785923593625769
CT,24,4,5,0,0.02471005730330944,0.025948615427004013
CT,24,5,4,1,0.02392922155559063,0.025128641345984828
CT,24,6,1,0,0.021615279838442802,0.022698716437201692
CT,24,7,0,0,0.017384279519319534,0.018255642962914084
CT,24,8,3,1,0.016730735078454018,0.017569340492939466
RI,1,1,4,0,0.023950282484292984,0.025360522236232582
RI,1,2,5,0,0.023191053420305252,0.02455658827126652
RI,1,3,2,0,0.022686747834086418,0.02402258817997129
RI,1,4,3,0,0.022189272567629814,0.023495820591103708
RI,1,5,4,1,0.019557030871510506,0.02070858732530188
RI,1,6,1,0,0.017964737489819527,0.019022536576653596
RI,1,7,0,0,0.015389717184007168,0.016295894009196107
RI,1,8,0,9,0.01514188852161169,0.016033472707586066
RI,2,1,4,0,0.02377277985215187,0.025106670787961145
RI,2,2,5,0,0.022899137809872627,0.024184008681196984
RI,2,3,2,0,0.022345565259456635,0.023599375168962263
RI,2,4,3,0,0.02203238196671009,0.023268619158256794
RI,2,5,4,1,0.01927396096289158,0.020355423121942183
RI,2,6,1,0,0.0172582920640707,0.018226655019307054
RI,2,7,0,9,0.015228180214762688,0.016082633572076028
RI,2,8,0,0,0.014770686626434326,0.015599470013535628
RI,3,1,4,0,0.023729046806693077,0.02506617866723021
RI,3,2,5,0,0.022615671157836914,0.023890064297136755
RI,3,3,2,0,0.022452758625149727,0.023717971642731598
RI,3,4,3,0,0.022292576730251312,0.023548763497563012
RI,3,5,4,1,0.018813321366906166,0.019873452083792726
RI,3,6,1,0,0.01714186556637287,0.018107809743758727
RI,3,7,6,0,0.01489949505776167,0.01573908165009075
RI,3,8,0,9,0.01482225488871336,0.015657488997279013
RI,4,1,4,0,0.02384667657315731,0.025233575808435684
RI,4,2,2,0,0.02299204096198082,0.024329235431400267
RI,4,3,3,0,0.02288607880473137,0.024217110619392326
RI,4,4,5,0,0.022521667182445526,0.023831505175874235
RI,4,5,4,1,0.01820784993469715,0.019266800563436753
RI,4,6,1,0,0.017684105783700943,0.01871259596818242
RI,4,7,6,0,0.015796838328242302,0.01671556689530462
RI,4,8,0,0,0.01505149807780981,0.01592687838960579
RI,5,1,4,0,0.02419237047433853,0.025679388439735232
RI,5,2,2,0,0.02376244217157364,0.025223033991143826
RI,5,3,3,0,0.0236508771777153,0.025104611498540062
RI,5,4,5,0,0.022614486515522003,0.024004517631425793
RI,5,5,1,0,0.018534358590841293,0.01967359892410753
RI,5,6,4,1,0.017731349915266037,0.018821232194586448
RI,5,7,6,0,0.016411513090133667,0.017420269748777684
RI,5,8,0,0,0.015769008547067642,0.016738272763274005
RI,6,1,4,0,0.024662667885422707,0.02630576895749754
RI,6,2,2,0,0.02445943094789982,0.026088991764253718
RI,6,3,3,0,0.02433684840798378,0.025958242407037563
RI,6,4,5,0,0.022653639316558838,0.024162892866108326
RI,6,5,1,0,0.019223012030124664,0.02050370687716813
RI,6,6,4,1,0.017544100061058998,0.018712940745807167
RI,6,7,6,0,0.016555234789848328,0.017658194297636553
RI,6,8,0,0,0.016268357634544373,0.01735220452387528
RI,7,1,4,0,0.025000525638461113,0.026831753843167643
RI,7,2,2,0,0.024807119742035866,0.02662418143130139
RI,7,3,3,0,0.024678196758031845,0.026485815149666064
RI,7,4,5,0,0.022399848327040672,0.024040583191211717
RI,7,5,1,0,0.019452055916190147,0.02087687209599302
RI,7,6,4,1,0.01759299822151661,0.01888164290901191
RI,7,7,0,0,0.016305947676301003,0.017500319015572943
RI,7,8,6,0,0.01629582978785038,0.017489460016196463
RI,8,1,4,0,0.025085901841521263,0.027089703364775074
RI,8,2,2,0,0.02472647838294506,0.026701570024515606
RI,8,3,3,0,0.024620788171887398,0.02658743753351727
RI,8,4,5,0,0.021916037425398827,0.0236666378006269
RI,8,5,1,0,0.019173115491867065,0.020704617858050074
RI,8,6,4,1,0.01777533069252968,0.019195181369736636
RI,8,7,6,0,0.0159202478826046,0.017191919005264417
RI,8,8,0,0,0.01588747464120388,0.017156527916139683
RI,9,1,4,0,0.02507656253874302,0.027207222030348286
RI,9,2,2,0,0.02439597062766552,0.026468802830821397
RI,9,3,3,0,0.024389522150158882,0.026461806450874596
RI,9,4,5,0,0.02160344272851944,0.023439004529693566
RI,9,5,1,0,0.01857822947204113,0.020156750487458155
RI,9,6,4,1,0.018055716529488564,0.019589841621069685
RI,9,7,6,0,0.015748405829072,0.017086487565973644
RI,9,8,0,0,0.015199000015854836,0.016490400844682826
RI,10,1,4,0,0.025282111018896103,0.027536169479829363
RI,10,2,3,0,0.024328026920557022,0.02649702281164808
RI,10,3,2,0,0.02414759248495102,0.02630050151660548
RI,10,4,5,0,0.02194450981914997,0.023901000240061337
RI,10,5,4,1,0.018463654443621635,0.02010980481798268
RI,10,6,1,0,0.018001075834035873,0.01960598442965446
RI,10,7,6,0,0.01591520756483078,0.017334147946913722
RI,10,8,7,0,0.014915245585143566,0.016245033097070972
RI,11,1,4,0,0.025959176942706108,0.02842132755435025
RI,11,2,3,0,0.024690216407179832,0.027032009891724218
RI,11,3,2,0,0.024266274645924568,0.026567858517156488
RI,11,4,5,0,0.02320774644613266,0.025408932070520605
RI,11,5,4,1,0.019050005823373795,0.02085684213383791
RI,11,6,1,0,0.01775369793176651,0.019437583299862754
RI,11,7,6,0,0.016308316960930824,0.017855112249119825
RI,11,8,7,0,0.015094638802111149,0.016526320331968276
RI,12,1,4,0,0.0271042101085186,0.029886064056014797
RI,12,2,3,0,0.02547270990908146,0.02808711403044461
RI,12,3,5,0,0.025188392028212547,0.027773615043907157
RI,12,4,2,0,0.02479659579694271,0.027341606613565356
RI,12,5,4,1,0.01984819583594799,0.021885325186548617
RI,12,6,1,0,0.018028566613793373,0.019878937423401164
RI,12,7,6,0,0.016609633341431618,0.01831437123611035
RI,12,8,7,0,0.01507699117064476,0.016624425581627335
RI,13,1,4,0,0.028433237224817276,0.03153742247743025
RI,13,2,5,0,0.027106942608952522,0.030066330272932366
RI,13,3,3,0,0.026418425142765045,0.029302644237376357
RI,13,4,2,0,0.025515291839838028,0.028300911782410378
RI,13,5,4,1,0.020869199186563492,0.023147584156820406
RI,13,6,1,0,0.018823642283678055,0.02087870454463139
RI,13,7,6,0,0.016466578468680382,0.018264309400241607
RI,13,8,0,0,0.015165719203650951,0.016821429439000182
RI,14,1,4,0,0.029682517051696777,0.03295230676040825
RI,14,2,5,0,0.028103772550821304,0.03119964969973683
RI,14,3,3,0,0.02724972367286682,0.03025151984384478
RI,14,4,2,0,0.026172645390033722,0.029055791937108475
RI,14,5,4,1,0.022057736292481422,0.024487589495328463
RI,14,6,1,0,0.019817886874079704,0.02200100100946162
RI,14,7,0,0,0.015971332788467407,0.0177307152389241
RI,14,8,6,0,0.01583225093781948,0.017576312302024458
RI,15,1,4,0,0.03075307607650757,0.03399006383506498
RI,15,2,5,0,0.028040556237101555,0.03099203130440306
RI,15,3,3,0,0.02783469296991825,0.030764499412131614
RI,15,4,2,0,0.02670263685286045,0.02951328605097245
RI,15,5,4,1,0.023164505138993263,0.025602739915293955
RI,15,6,1,0,0.02053123153746128,0.022692294872703987
RI,15,7,0,0,0.016242705285549164,0.01795236964707112
RI,15,8,4,2,0.01618773117661476,0.017891609108277945
RI,16,1,4,0,0.03156609088182449,0.03465881325052488
RI,16,2,3,0,0.028181420639157295,0.030942526229291077
RI,16,3,5,0,0.027533285319805145,0.03023088914129708
RI,16,4,2,0,0.02717747539281845,0.02984021834654196
RI,16,5,4,1,0.023898843675851822,0.026240359091843322
RI,16,6,1,0,0.020894311368465424,0.022941454436948817
RI,16,7,3,1,0.01654243841767311,0.018163201961652026
RI,16,8,4,2,0.016452861949801445,0.01806484914111341
RI,17,1,4,0,0.03201581537723541,0.03494727877896773
RI,17,2,3,0,0.028344083577394485,0.030939352280807055
RI,17,3,2,0,0.02768545225262642,0.03022041471048371
RI,17,4,5,0,0.027206093072891235,0.029697163976679992
RI,17,5,4,1,0.02422178164124489,0.026439600102821502
RI,17,6,1,0,0.02125597931444645,0.02320224008257247
RI,17,7,3,1,0.016754580661654472,0.01828867996358683
RI,17,8,4,2,0.01638738065958023,0.017887858035770164
RI,18,1,4,0,0.03207965940237045,0.03486219934369371
RI,18,2,3,0,0.028338799253106117,0.03079686278245527
RI,18,3,2,0,0.028227798640727997,0.030676234148981928
RI,18,4,5,0,0.027245189994573593,0.029608395551651293
RI,18,5,4,1,0.024214468896389008,0.02631479440225
RI,18,6,1,0,0.02187650091946125,0.02377403470625382
RI,18,7,3,1,0.01664888858795166,0.018092987382566456
RI,18,8,0,0,0.01652502454817295,0.017958379567934814
RI,19,1,4,0,0.0319485142827034,0.034588125809806886
RI,19,2,2,0,0.02875102311372757,0.031126455390655103
RI,19,3,3,0,0.028265511617064476,0.030600830550010095
RI,19,4,5,0,0.027450812980532646,0.029718820867553696
RI,19,5,4,1,0.02405945397913456,0.02604726510228033
RI,19,6,1,0,0.022739142179489136,0.02461786809714222
RI,19,7,0,0,0.017446426674723625,0.018887864249875538
RI,19,8,2,1,0.01658029295504093,0.01795016987700387
RI,20,1,4,0,0.03191625699400902,0.03440986690229526
RI,20,2,2,0,0.029227064922451973,0.03151056886511141
RI,20,3,3,0,0.02832099050283432,0.030533703056928752
RI,20,4,5,0,0.027518970891833305,0.029669021835921044
RI,20,5,4,1,0.024060077965259552,0.025939886390776757
RI,20,6,1,0,0.023615622892975807,0.02546070614466568
RI,20,7,0,0,0.018468130379915237,0.0199110412109542
RI,20,8,2,1,0.01680675521492958,0.01811986318175528
RI,21,1,4,0,0.03203121945261955,0.034358512017033105
RI,21,2,2,0,0.02958546206355095,0.03173505321405616
RI,21,3,3,0,0.028551669791340828,0.030626148688570085
RI,21,4,5,0,0.02730146236717701,0.02928510493372785
RI,21,5,4,1,0.024417316541075706,0.026191405701590956
RI,21,6,1,0,0.024187525734305382,0.02594491898236066
RI,21,7,0,0,0.01915108598768711,0.020542546593347685
RI,21,8,2,1,0.017014801502227783,0.018251046069178507
RI,22,1,4,0,0.031810857355594635,0.0339125199586548
RI,22,2,2,0,0.029559243470430374,0.03151214765915159
RI,22,3,3,0,0.0286201573908329,0.030511018545866526
RI,22,4,5,0,0.026783041656017303,0.02855252923742493
RI,22,5,4,1,0.024941498413681984,0.026589319907279703
RI,22,6,1,0,0.024135155603289604,0.0257297040740667
RI,22,7,0,0,0.01919103041291237,0.02045893308155625
RI,22,8,2,1,0.0171144250780344,0.018245131703049464
RI,23,1,4,0,0.03066333942115307,0.0324556768748561
RI,23,2,2,0,0.02879863604903221,0.030481977621758468
RI,23,3,3,0,0.02803954854607582,0.029678519838595475
RI,23,4,5,0,0.025969482958316803,0.027487454511258103
RI,23,5,4,1,0.025003178045153618,0.026464667019215564
RI,23,6,1,0,0.023259082809090614,0.024618625704433416
RI,23,7,0,0,0.018539540469646454,0.019623216070069394
RI,23,8,3,1,0.01699013262987137,0.017983242044265196
RI,24,1,4,0,0.028440771624445915,0.029866326745877452
RI,24,2,2,0,0.027109412476420403,0.028468235025438146
RI,24,3,3,0,0.026529481634497643,0.02785923593625769
RI,24,4,5,0,0.02471005730330944,0.025948615427004013
